IP,Hostname,Port,Port Protocol,CVSS,Severity,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
192.168.1.181,METASPLOITABLE,5432,tcp,9.0,High,"Mitigation","PostgreSQL weak password","It was possible to login into the remote PostgreSQL as user
  postgres using weak credentials.","It was possible to login as user postgres with password ""postgres"".


",1.3.6.1.4.1.25623.1.0.103552,"",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,ebf18761-5d87-4855-bec1-452d3a660e08,"","Change the password as soon as possible.","","","
Details:
PostgreSQL weak password
(OID: 1.3.6.1.4.1.25623.1.0.103552)
Version used: 2020-01-28T13:26:39Z
","Product: cpe:/a:postgresql:postgresql:8.3.1
Method: PostgreSQL Detection
(OID: 1.3.6.1.4.1.25623.1.0.100151)
","","",""
192.168.1.181,METASPLOITABLE,6697,tcp,8.1,High,"VendorFix","UnrealIRCd Authentication Spoofing Vulnerability","UnrealIRCd is prone to authentication spoofing vulnerability.","Installed version: 3.2.8.1
Fixed version:     3.2.10.7

",1.3.6.1.4.1.25623.1.0.809883,"CVE-2016-7144",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,65542858-3742-48f6-bd8b-4460ef2d371a,"Successful exploitation of this vulnerability
  will allows remote attackers to spoof certificate fingerprints and consequently
  log in as another user.","Upgrade to UnrealIRCd 3.2.10.7,
  or 4.0.6, or later.","UnrealIRCd before 3.2.10.7 and
  4.x before 4.0.6.","The flaw exists due to an error in
  the 'm_authenticate' function in 'modules/m_sasl.c' script.","Checks if a vulnerable version is present on the target host.
Details:
UnrealIRCd Authentication Spoofing Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.809883)
Version used: 2022-04-14T10:40:31Z
","Product: cpe:/a:unrealircd:unrealircd:3.2.8.1
Method: UnrealIRCd Detection
(OID: 1.3.6.1.4.1.25623.1.0.809884)
","","",""
192.168.1.181,METASPLOITABLE,6667,tcp,8.1,High,"VendorFix","UnrealIRCd Authentication Spoofing Vulnerability","UnrealIRCd is prone to authentication spoofing vulnerability.","Installed version: 3.2.8.1
Fixed version:     3.2.10.7

",1.3.6.1.4.1.25623.1.0.809883,"CVE-2016-7144",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,860fda36-90fb-470d-8e53-9caa4559a0c7,"Successful exploitation of this vulnerability
  will allows remote attackers to spoof certificate fingerprints and consequently
  log in as another user.","Upgrade to UnrealIRCd 3.2.10.7,
  or 4.0.6, or later.","UnrealIRCd before 3.2.10.7 and
  4.x before 4.0.6.","The flaw exists due to an error in
  the 'm_authenticate' function in 'modules/m_sasl.c' script.","Checks if a vulnerable version is present on the target host.
Details:
UnrealIRCd Authentication Spoofing Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.809883)
Version used: 2022-04-14T10:40:31Z
","Product: cpe:/a:unrealircd:unrealircd:3.2.8.1
Method: UnrealIRCd Detection
(OID: 1.3.6.1.4.1.25623.1.0.809884)
","","",""
192.168.1.181,METASPLOITABLE,21,tcp,7.5,High,"Mitigation","FTP Brute Force Logins Reporting","It was possible to login into the remote FTP server using weak/known credentials.

  As the VT 'FTP Brute Force Logins' (OID: 1.3.6.1.4.1.25623.1.0.108717) might run into a timeout the actual
  reporting of this vulnerability takes place in this VT instead.","It was possible to login with the following credentials <User>:<Password>

msfadmin:msfadmin
postgres:postgres
service:service
user:user
",1.3.6.1.4.1.25623.1.0.108718,"CVE-1999-0501,CVE-1999-0502,CVE-1999-0507,CVE-1999-0508",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,e1e67221-6b36-4579-a217-ed10e2702170,"","Change the password as soon as possible.","","","Reports weak/known credentials detected by the VT 'FTP Brute Force Logins'
  (OID: 1.3.6.1.4.1.25623.1.0.108717).
Details:
FTP Brute Force Logins Reporting
(OID: 1.3.6.1.4.1.25623.1.0.108718)
Version used: 2022-04-11T06:20:40Z
","","","",""
192.168.1.181,METASPLOITABLE,22,tcp,7.5,High,"Mitigation","SSH Brute Force Logins With Default Credentials Reporting","It was possible to login into the remote SSH server using default credentials.

  As the VT 'SSH Brute Force Logins With Default Credentials' (OID: 1.3.6.1.4.1.25623.1.0.108013) might run into a
  timeout the actual reporting of this vulnerability takes place in this VT instead.","It was possible to login with the following credentials <User>:<Password>

msfadmin:msfadmin
postgres:postgres
service:service
user:user

",1.3.6.1.4.1.25623.1.0.103239,"CVE-1999-0501,CVE-1999-0502,CVE-1999-0507,CVE-1999-0508",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,df4fd53b-a88a-41ba-a95d-d46c926bff8b,"","Change the password as soon as possible.","","","Reports default credentials detected by the VT 'SSH Brute Force Logins With Default Credentials'
  (OID: 1.3.6.1.4.1.25623.1.0.108013).
Details:
SSH Brute Force Logins With Default Credentials Reporting
(OID: 1.3.6.1.4.1.25623.1.0.103239)
Version used: 2022-04-11T06:20:40Z
","","","",""
192.168.1.181,METASPLOITABLE,2121,tcp,7.5,High,"Mitigation","FTP Brute Force Logins Reporting","It was possible to login into the remote FTP server using weak/known credentials.

  As the VT 'FTP Brute Force Logins' (OID: 1.3.6.1.4.1.25623.1.0.108717) might run into a timeout the actual
  reporting of this vulnerability takes place in this VT instead.","It was possible to login with the following credentials <User>:<Password>

msfadmin:msfadmin
postgres:postgres
service:service
user:user
",1.3.6.1.4.1.25623.1.0.108718,"CVE-1999-0501,CVE-1999-0502,CVE-1999-0507,CVE-1999-0508",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,baa59e84-275c-443c-a79d-b1df5235ea00,"","Change the password as soon as possible.","","","Reports weak/known credentials detected by the VT 'FTP Brute Force Logins'
  (OID: 1.3.6.1.4.1.25623.1.0.108717).
Details:
FTP Brute Force Logins Reporting
(OID: 1.3.6.1.4.1.25623.1.0.108718)
Version used: 2022-04-11T06:20:40Z
","","","",""
192.168.1.181,METASPLOITABLE,514,tcp,7.5,High,"Mitigation","rsh Unencrypted Cleartext Login","This remote host is running a rsh service.","The rsh service is misconfigured so it is allowing conntections without a password or with default root:root credentials.
",1.3.6.1.4.1.25623.1.0.100080,"CVE-1999-0651",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,10466cae-91b0-4edc-9d42-5e710a09a37c,"","Disable the rsh service and use alternatives like SSH
  instead.","","rsh (remote shell) is a command line computer program which can
  execute shell commands as another user, and on another computer across a computer network.

  Remark: NIST don't see 'configuration issues' as software flaws so the referenced CVE has a
  severity of 0.0. The severity of this VT has been raised by Greenbone to still report a
  configuration issue on the target.","
Details:
rsh Unencrypted Cleartext Login
(OID: 1.3.6.1.4.1.25623.1.0.100080)
Version used: 2021-10-20T09:03:29Z
","","","",""
192.168.1.181,METASPLOITABLE,513,tcp,7.5,High,"Mitigation","The rlogin service is running","This remote host is running a rlogin service.","The rlogin service is running on the target system.
",1.3.6.1.4.1.25623.1.0.901202,"CVE-1999-0651",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,77a986c7-9e2e-452f-b324-bd53060f46e9,"","Disable the rlogin service and use alternatives like SSH instead.","","rlogin has several serious security problems,

  - all information, including passwords, is transmitted unencrypted.

  - .rlogin (or .rhosts) file is easy to misuse (potentially allowing
  anyone to login without a password)","
Details:
The rlogin service is running
(OID: 1.3.6.1.4.1.25623.1.0.901202)
Version used: 2021-09-01T07:45:06Z
","","","",""
192.168.1.181,METASPLOITABLE,21,tcp,7.5,High,"VendorFix","vsftpd Compromised Source Packages Backdoor Vulnerability","vsftpd is prone to a backdoor vulnerability.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.103185,"",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,0e4d4f2f-086b-4d1c-8f6c-3e2b97d8d0e7,"Attackers can exploit this issue to execute arbitrary commands in the
  context of the application. Successful attacks will compromise the affected application.","The repaired package can be downloaded from
  the referenced link. Please validate the package with its signature.","The vsftpd 2.3.4 source package is affected.","","
Details:
vsftpd Compromised Source Packages Backdoor Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.103185)
Version used: 2018-10-25T08:39:24Z
","","48539","",""
192.168.1.181,METASPLOITABLE,80,tcp,7.5,High,"Workaround","phpinfo() output Reporting","Many PHP installation tutorials instruct the user to create
  a file called phpinfo.php or similar containing the phpinfo() statement. Such a file is often
  left back in the webserver directory.","The following files are calling the function phpinfo() which disclose potentially sensitive information:

http://192.168.1.181/mutillidae/phpinfo.php
http://192.168.1.181/phpinfo.php
",1.3.6.1.4.1.25623.1.0.11229,"",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,bd69178a-8a78-4547-8a65-efb62a7de74c,"Some of the information that can be gathered from this file includes:

  The username of the user running the PHP process, if it is a sudo user, the IP address of the host, the web server
  version, the system version (Unix, Linux, Windows, ...), and the root directory of the web server.","Delete the listed files or restrict access to them.","","","
Details:
phpinfo() output Reporting
(OID: 1.3.6.1.4.1.25623.1.0.11229)
Version used: 2020-08-24T15:18:35Z
","","","",""
192.168.1.181,METASPLOITABLE,80,tcp,7.5,High,"VendorFix","PHP-CGI-based setups vulnerability when parsing query string parameters from php files.","PHP is prone to an information-disclosure vulnerability.","By doing the following HTTP POST request:

""HTTP POST"" body : <?php phpinfo();?>
URL              : http://192.168.1.181/cgi-bin/php?%2D%64+%61%6C%6C%6F%77%5F%75%72%6C%5F%69%6E%63%6C%75%64%65%3D%6F%6E+%2D%64+%73%61%66%65%5F%6D%6F%64%65%3D%6F%66%66+%2D%64+%73%75%68%6F%73%69%6E%2E%73%69%6D%75%6C%61%74%69%6F%6E%3D%6F%6E+%2D%64+%64%69%73%61%62%6C%65%5F%66%75%6E%63%74%69%6F%6E%73%3D%22%22+%2D%64+%6F%70%65%6E%5F%62%61%73%65%64%69%72%3D%6E%6F%6E%65+%2D%64+%61%75%74%6F%5F%70%72%65%70%65%6E%64%5F%66%69%6C%65%3D%70%68%70%3A%2F%2F%69%6E%70%75%74+%2D%64+%63%67%69%2E%66%6F%72%63%65%5F%72%65%64%69%72%65%63%74%3D%30+%2D%64+%63%67%69%2E%72%65%64%69%72%65%63%74%5F%73%74%61%74%75%73%5F%65%6E%76%3D%30+%2D%6E

it was possible to execute the ""<?php phpinfo();?>"" command.

Result: <title>phpinfo()</title><meta name=""ROBOTS"" content=""NOINDEX,NOFOLLOW,NOARCHIVE"" /></head>
",1.3.6.1.4.1.25623.1.0.103482,"CVE-2012-1823,CVE-2012-2311,CVE-2012-2336,CVE-2012-2335",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,a347610c-fdb7-4711-b7f4-1d7a71a7c076,"Exploiting this issue allows remote attackers to view the source code of files in the
  context of the server process. This may allow the attacker to obtain sensitive information and to run arbitrary PHP code
  on the affected computer. Other attacks are also possible.","PHP has released version 5.4.3 and 5.3.13 to address this vulnerability.
  PHP is recommending that users upgrade to the latest version of PHP.","","When PHP is used in a CGI-based setup (such as Apache's mod_cgid), the
  php-cgi receives a processed query string parameter as command line arguments which allows command-line
  switches, such as -s, -d or -c to be passed to the php-cgi binary, which can be exploited to disclose
  source code and obtain arbitrary code execution.

  An example of the -s command, allowing an attacker to view the source code of index.php is below:

  http://example.com/index.php?-s","Sends a crafted HTTP POST request and checks the response.
Details:
PHP-CGI-based setups vulnerability when parsing query string parameters from...
(OID: 1.3.6.1.4.1.25623.1.0.103482)
Version used: 2021-04-13T14:13:08Z
","","53388","DFN-CERT-2013-1494,DFN-CERT-2012-1316,DFN-CERT-2012-1276,DFN-CERT-2012-1268,DFN-CERT-2012-1267,DFN-CERT-2012-1266,DFN-CERT-2012-1173,DFN-CERT-2012-1101,DFN-CERT-2012-0994,DFN-CERT-2012-0993,DFN-CERT-2012-0992,DFN-CERT-2012-0920,DFN-CERT-2012-0915,DFN-CERT-2012-0914,DFN-CERT-2012-0913,DFN-CERT-2012-0907,DFN-CERT-2012-0906,DFN-CERT-2012-0900,DFN-CERT-2012-0880,DFN-CERT-2012-0878",""
192.168.1.181,METASPLOITABLE,80,tcp,7.5,High,"Mitigation","Test HTTP dangerous methods","Misconfigured web servers allows remote clients to perform
  dangerous HTTP methods such as PUT and DELETE.","We could upload the following files via the PUT method at this web server:

http://192.168.1.181/dav/puttest677861306.html

We could delete the following files via the DELETE method at this web server:

http://192.168.1.181/dav/puttest677861306.html


",1.3.6.1.4.1.25623.1.0.10498,"",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,286e9f3a-f4ea-41a4-aa02-483391dd3acf,"'- Enabled PUT method: This might allow an attacker to upload
  and run arbitrary code on this web server.

  - Enabled DELETE method: This might allow an attacker to delete additional files on this web
  server.","Use access restrictions to these dangerous HTTP methods
  or disable them completely.","Web servers with enabled PUT and/or DELETE methods.","","Checks if dangerous HTTP methods such as PUT and DELETE are
  enabled and can be misused to upload or delete files.
Details:
Test HTTP dangerous methods
(OID: 1.3.6.1.4.1.25623.1.0.10498)
Version used: 2021-02-15T07:14:40Z
","","12141","",""
192.168.1.181,METASPLOITABLE,8180,tcp,7.5,High,"Mitigation","HTTP Brute Force Logins With Default Credentials Reporting","It was possible to login into the remote Web Application using default credentials.

  As the VT 'HTTP Brute Force Logins With Default Credentials' (OID: 1.3.6.1.4.1.25623.1.0.108041) might run into a
  timeout the actual reporting of this vulnerability takes place in this VT instead.","It was possible to login with the following credentials (<URL>:<User>:<Password>:<HTTP status code>)

http://192.168.1.181:8180/host-manager/html:tomcat:tomcat:HTTP/1.1 200 OK
http://192.168.1.181:8180/manager/html:tomcat:tomcat:HTTP/1.1 200 OK
http://192.168.1.181:8180/manager/status:tomcat:tomcat:HTTP/1.1 200 OK

",1.3.6.1.4.1.25623.1.0.103240,"CVE-1999-0501,CVE-1999-0502,CVE-1999-0507,CVE-1999-0508",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,0c566a8d-c4f8-45c6-b123-5183500bc358,"","Change the password as soon as possible.","","","Reports default credentials detected by the VT 'HTTP Brute Force Logins With Default Credentials'
  (OID: 1.3.6.1.4.1.25623.1.0.108041).
Details:
HTTP Brute Force Logins With Default Credentials Reporting
(OID: 1.3.6.1.4.1.25623.1.0.103240)
Version used: 2022-04-11T14:03:55Z
","","","",""
192.168.1.181,METASPLOITABLE,6697,tcp,7.5,High,"VendorFix","Check for Backdoor in UnrealIRCd","Detection of backdoor in UnrealIRCd.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.80111,"CVE-2010-2075",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,00469e26-dc38-4c02-ab87-76c63530a6aa,"","Install latest version of unrealircd
  and check signatures of software you're installing.","","Remote attackers can exploit this issue
  to execute arbitrary system commands within the context of the affected
  application.

  The issue affects Unreal 3.2.8.1 for Linux. Reportedly package
  Unreal3.2.8.1.tar.gz downloaded in November 2009 and later is
  affected. The MD5 sum of the affected file is
  752e46f2d873c1679fa99de3f52a274d. Files with MD5 sum of
  7b741e94e867c0a7370553fd01506c66 are not affected.","
Details:
Check for Backdoor in UnrealIRCd
(OID: 1.3.6.1.4.1.25623.1.0.80111)
Version used: 2019-03-01T13:18:27Z
","","40820","",""
192.168.1.181,METASPLOITABLE,6667,tcp,7.5,High,"VendorFix","Check for Backdoor in UnrealIRCd","Detection of backdoor in UnrealIRCd.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.80111,"CVE-2010-2075",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,a4bc1af2-f8b1-45ce-ad50-0dd190f6347a,"","Install latest version of unrealircd
  and check signatures of software you're installing.","","Remote attackers can exploit this issue
  to execute arbitrary system commands within the context of the affected
  application.

  The issue affects Unreal 3.2.8.1 for Linux. Reportedly package
  Unreal3.2.8.1.tar.gz downloaded in November 2009 and later is
  affected. The MD5 sum of the affected file is
  752e46f2d873c1679fa99de3f52a274d. Files with MD5 sum of
  7b741e94e867c0a7370553fd01506c66 are not affected.","
Details:
Check for Backdoor in UnrealIRCd
(OID: 1.3.6.1.4.1.25623.1.0.80111)
Version used: 2019-03-01T13:18:27Z
","","40820","",""
192.168.1.181,METASPLOITABLE,6200,tcp,7.5,High,"VendorFix","vsftpd Compromised Source Packages Backdoor Vulnerability","vsftpd is prone to a backdoor vulnerability.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.103185,"",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,f1d920ae-38ae-4e56-bebe-4b3d30d9abe4,"Attackers can exploit this issue to execute arbitrary commands in the
  context of the application. Successful attacks will compromise the affected application.","The repaired package can be downloaded from
  the referenced link. Please validate the package with its signature.","The vsftpd 2.3.4 source package is affected.","","
Details:
vsftpd Compromised Source Packages Backdoor Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.103185)
Version used: 2018-10-25T08:39:24Z
","","48539","",""
192.168.1.181,METASPLOITABLE,5432,tcp,7.4,High,"VendorFix","SSL/TLS: OpenSSL CCS Man in the Middle Security Bypass Vulnerability","OpenSSL is prone to security-bypass vulnerability.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.105042,"CVE-2014-0224",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,02f03768-d9fb-4a20-b7d8-2b082208ea92,"Successfully exploiting this issue may allow attackers to obtain
  sensitive information by conducting a man-in-the-middle attack. This may lead to other attacks.","Updates are available. Please see the references for more information.","OpenSSL before 0.9.8za, 1.0.0 before 1.0.0m and 1.0.1 before 1.0.1h.","OpenSSL does not properly restrict processing of ChangeCipherSpec
  messages, which allows man-in-the-middle attackers to trigger use of a zero-length master key in
  certain OpenSSL-to-OpenSSL communications, and consequently hijack sessions or obtain sensitive
  information, via a crafted TLS handshake, aka the 'CCS Injection' vulnerability.","Send two SSL ChangeCipherSpec request and check the response.
Details:
SSL/TLS: OpenSSL CCS Man in the Middle Security Bypass Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.105042)
Version used: 2021-10-15T10:02:52Z
","","67899","DFN-CERT-2016-0388,DFN-CERT-2015-0593,DFN-CERT-2015-0427,DFN-CERT-2015-0396,DFN-CERT-2015-0082,DFN-CERT-2015-0079,DFN-CERT-2015-0078,DFN-CERT-2014-1717,DFN-CERT-2014-1632,DFN-CERT-2014-1364,DFN-CERT-2014-1357,DFN-CERT-2014-1350,DFN-CERT-2014-1265,DFN-CERT-2014-1209,DFN-CERT-2014-0917,DFN-CERT-2014-0789,DFN-CERT-2014-0778,DFN-CERT-2014-0768,DFN-CERT-2014-0752,DFN-CERT-2014-0747,DFN-CERT-2014-0738,DFN-CERT-2014-0715,DFN-CERT-2014-0714,DFN-CERT-2014-0709,CB-K15/0567,CB-K15/0415,CB-K15/0384,CB-K15/0080,CB-K15/0079,CB-K15/0074,CB-K14/1617,CB-K14/1537,CB-K14/1299,CB-K14/1297,CB-K14/1294,CB-K14/1202,CB-K14/1174,CB-K14/1153,CB-K14/0876,CB-K14/0756,CB-K14/0746,CB-K14/0736,CB-K14/0722,CB-K14/0716,CB-K14/0708,CB-K14/0684,CB-K14/0683,CB-K14/0680",""
192.168.1.181,METASPLOITABLE,80,tcp,6.8,Medium,"VendorFix","TWiki Cross-Site Request Forgery Vulnerability - Sep10","TWiki is prone to a cross-site request forgery (CSRF) vulnerability.","Installed version: 01.Feb.2003
Fixed version:     4.3.2

",1.3.6.1.4.1.25623.1.0.801281,"CVE-2009-4898",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,9020f90f-5b5d-4dcd-b4cb-0eaf345c7205,"Successful exploitation will allow attacker to gain administrative
  privileges on the target application and can cause CSRF attack.","Upgrade to TWiki version 4.3.2 or later.","TWiki version prior to 4.3.2","Attack can be done by tricking an authenticated TWiki user into visiting
  a static HTML page on another side, where a Javascript enabled browser will send an HTTP POST request
  to TWiki, which in turn will process the request as the TWiki user.","
Details:
TWiki Cross-Site Request Forgery Vulnerability - Sep10
(OID: 1.3.6.1.4.1.25623.1.0.801281)
Version used: 2022-02-18T13:05:59Z
","","","",""
192.168.1.181,METASPLOITABLE,25,tcp,6.8,Medium,"VendorFix","Multiple Vendors STARTTLS Implementation Plaintext Arbitrary Command Injection Vulnerability","Multiple vendors' implementations of 'STARTTLS' are prone to a
  vulnerability that lets attackers inject arbitrary commands.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.103935,"CVE-2011-0411,CVE-2011-1430,CVE-2011-1431,CVE-2011-1432,CVE-2011-1506,CVE-2011-1575,CVE-2011-1926,CVE-2011-2165",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,a02cb972-8090-42d1-a6f2-d81addeb6fac,"An attacker can exploit this issue to execute arbitrary commands
  in the context of the user running the application. Successful exploits can allow attackers to
  obtain email usernames and passwords.","Updates are available. Please see the references for more
  information.","The following vendors are known to be affected:

  Ipswitch

  Kerio

  Postfix

  Qmail-TLS

  Oracle

  SCO Group

  spamdyke

  ISC","","Send a special crafted 'STARTTLS' request and check the
  response.
Details:
Multiple Vendors STARTTLS Implementation Plaintext Arbitrary Command Injecti...
(OID: 1.3.6.1.4.1.25623.1.0.103935)
Version used: 2021-11-12T09:42:39Z
","","46767","DFN-CERT-2011-0917,DFN-CERT-2011-0912,DFN-CERT-2011-0897,DFN-CERT-2011-0844,DFN-CERT-2011-0818,DFN-CERT-2011-0808,DFN-CERT-2011-0771,DFN-CERT-2011-0741,DFN-CERT-2011-0712,DFN-CERT-2011-0673,DFN-CERT-2011-0597,DFN-CERT-2011-0596,DFN-CERT-2011-0519,DFN-CERT-2011-0516,DFN-CERT-2011-0483,DFN-CERT-2011-0434,DFN-CERT-2011-0393,DFN-CERT-2011-0381,CB-K15/1514",""
192.168.1.181,METASPLOITABLE,21,tcp,6.4,Medium,"Mitigation","Anonymous FTP Login Reporting","Reports if the remote FTP Server allows anonymous logins.","It was possible to login to the remote FTP service with the following anonymous account(s):

anonymous:anonymous@example.com
ftp:anonymous@example.com

",1.3.6.1.4.1.25623.1.0.900600,"CVE-1999-0497",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,a6deb4e4-7f7e-43db-b163-8d58f30c13cb,"Based on the files accessible via this anonymous FTP login and
  the permissions of this account an attacker might be able to:

  - gain access to sensitive files

  - upload or delete files.","If you do not want to share files, you should disable anonymous
  logins.","","A host that provides an FTP service may additionally provide
  Anonymous FTP access as well. Under this arrangement, users do not strictly need an account on the
  host. Instead the user typically enters 'anonymous' or 'ftp' when prompted for username. Although
  users are commonly asked to send their email address as their password, little to no verification
  is actually performed on the supplied data.

  Remark: NIST don't see 'configuration issues' as software flaws so the referenced CVE has a
  severity of 0.0. The severity of this VT has been raised by Greenbone to still report a
  configuration issue on the target.","
Details:
Anonymous FTP Login Reporting
(OID: 1.3.6.1.4.1.25623.1.0.900600)
Version used: 2021-10-20T09:03:29Z
","","","",""
192.168.1.181,METASPLOITABLE,80,tcp,6.1,Medium,"VendorFix","jQuery < 1.9.0 XSS Vulnerability","jQuery is vulnerable to Cross-site Scripting (XSS) attacks.","Installed version: 1.3.2
Fixed version:     1.9.0
Installation
path / port:       /mutillidae/javascript/ddsmoothmenu

",1.3.6.1.4.1.25623.1.0.141636,"CVE-2012-6708",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,e84697ea-53fe-4e35-86ea-2998cfc72c72,"","Update to version 1.9.0 or later.","jQuery prior to version 1.9.0.","The jQuery(strInput) function does not differentiate selectors
  from HTML in a reliable fashion. In vulnerable versions, jQuery determined whether the input was
  HTML by looking for the '<' character anywhere in the string, giving attackers more flexibility
  when attempting to construct a malicious payload. In fixed versions, jQuery only deems the input
  to be HTML if it explicitly starts with the '<' character, limiting exploitability only to
  attackers who can control the beginning of a string, which is far less common.","Checks if a vulnerable version is present on the target host.
Details:
jQuery < 1.9.0 XSS Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.141636)
Version used: 2021-06-11T08:43:18Z
","","","DFN-CERT-2020-0590,CB-K22/0045,CB-K18/1131",""
192.168.1.181,METASPLOITABLE,80,tcp,6.1,Medium,"VendorFix","TWiki < 6.1.0 XSS Vulnerability","bin/statistics in TWiki 6.0.2 allows XSS via the webs parameter.","Installed version: 01.Feb.2003
Fixed version:     6.1.0

",1.3.6.1.4.1.25623.1.0.141830,"CVE-2018-20212",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,dccea9fb-a662-487f-8c90-d422f3df7893,"","Update to version 6.1.0 or later.","TWiki version 6.0.2 and probably prior.","","Checks if a vulnerable version is present on the target host.
Details:
TWiki < 6.1.0 XSS Vulnerability
(OID: 1.3.6.1.4.1.25623.1.0.141830)
Version used: 2021-08-30T08:01:20Z
","","","",""
192.168.1.181,METASPLOITABLE,445,tcp,6.0,Medium,"VendorFix","Samba MS-RPC Remote Shell Command Execution Vulnerability - Active Check","Samba is prone to a vulnerability that allows attackers to
  execute arbitrary shell commands because the software fails to sanitize user-supplied input.","Vulnerability was detected according to the Vulnerability Detection Method.",1.3.6.1.4.1.25623.1.0.108011,"CVE-2007-2447",994d81e9-805b-49f4-95cd-714d170af803,"Scan Suspect acutal Host 192.168.1.181",2022-05-07T20:24:52Z,907801d7-84a7-4712-9db1-46de5463d746,"An attacker may leverage this issue to execute arbitrary shell
  commands on an affected system with the privileges of the application.","Updates are available. Please see the referenced vendor advisory.","This issue affects Samba 3.0.0 through 3.0.25rc3.","","Send a crafted command to the samba server and check for a
  remote command execution.
Details:
Samba MS-RPC Remote Shell Command Execution Vulnerability - Active Check
(OID: 1.3.6.1.4.1.25623.1.0.108011)
Version used: 2022-04-14T10:40:31Z
","Product: cpe:/a:samba:samba:3.0.20
Method: SMB NativeLanMan
(OID: 1.3.6.1.4.1.25623.1.0.102011)
","","",""
